LEA Code,LEA Name,Site Code,Site Name,In School Suspension,In School Expulsion,Out of School Suspension,Out of School Expulsion
017,East Baton Rouge Parish,017043,Highland Elementary School                        ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017044,Howell Park Elementary School                     ,5.94%,<5%,<5%,<5%
017,East Baton Rouge Parish,017047,Jefferson Terrace Elementary School               ,6.31%,<5%,<5%,<5%
017,East Baton Rouge Parish,017050,LaBelle Aire Elementary School                    ,5.23%,<5%,<5%,<5%
017,East Baton Rouge Parish,017051,LaSalle Elementary School                         ,8.61%,<5%,<5%,<5%
017,East Baton Rouge Parish,017053,Magnolia Woods Elementary School                  ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017055,McKinley Middle Magnet School                     ,16.06%,<5%,<5%,<5%
017,East Baton Rouge Parish,017056,McKinley Senior High School                       ,9.53%,<5%,<5%,<5%
017,East Baton Rouge Parish,017057,Melrose Elementary School                         ,17.84%,<5%,<5%,<5%
017,East Baton Rouge Parish,017058,Merrydale Elementary School                       ,11.64%,<5%,<5%,<5%
017,East Baton Rouge Parish,017063,Northdale Alternative Magnet Academy              ,22.9%,<5%,<5%,<5%
017,East Baton Rouge Parish,017064,Northeast Elementary School                       ,20.94%,<5%,<5%,<5%
017,East Baton Rouge Parish,017065,Northeast High School                             ,16.25%,<5%,<5%,<5%
017,East Baton Rouge Parish,017068,Park Elementary School                            ,14.07%,<5%,<5%,<5%
017,East Baton Rouge Parish,017069,Park Forest Elementary School                     ,5.12%,<5%,<5%,<5%
017,East Baton Rouge Parish,017070,Park Forest Middle School                         ,42.93%,<5%,<5%,<5%
017,East Baton Rouge Parish,017072,Parkview Elementary School                        ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017073,Polk Elementary School                            ,5.56%,<5%,<5%,<5%
017,East Baton Rouge Parish,017075,Progress Elementary School                        ,17.23%,<5%,<5%,<5%
017,East Baton Rouge Parish,017077,Riveroaks Elementary School                       ,10.07%,<5%,<5%,<5%
017,East Baton Rouge Parish,017078,Ryan Elementary School                            ,<5%,<5%,5.02%,<5%
017,East Baton Rouge Parish,017079,Scotlandville Magnet High School                  ,40.2%,<5%,<5%,<5%
017,East Baton Rouge Parish,017081,Sharon Hills Elementary School                    ,16.97%,<5%,<5%,<5%
017,East Baton Rouge Parish,017083,Sherwood Middle Academic Academy                  ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017085,Southeast Middle School                           ,26.61%,<5%,<5%,<5%
017,East Baton Rouge Parish,017088,Tara High School                                  ,29.76%,<5%,<5%,<5%
017,East Baton Rouge Parish,017089,Twin Oaks Elementary School                       ,12.19%,<5%,<5%,<5%
017,East Baton Rouge Parish,017091,University Terrace Elementary School              ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017092,Valley Park School                                ,43%,<5%,6.86%,<5%
017,East Baton Rouge Parish,017093,Villa del Rey Elementary School                   ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017094,Baton Rouge Visual and Performing Arts Center     ,6.36%,<5%,<5%,<5%
017,East Baton Rouge Parish,017095,Wedgewood Elementary School                       ,6.71%,<5%,<5%,<5%
017,East Baton Rouge Parish,017096,Westdale Heights Academic Magnet School           ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017097,Westdale Middle School                            ,15.49%,<5%,<5%,<5%
017,East Baton Rouge Parish,017098,Westminster Elementary School                     ,9.66%,<5%,<5%,<5%
017,East Baton Rouge Parish,017100,Wildwood Elementary School                        ,5.15%,<5%,<5%,<5%
017,East Baton Rouge Parish,017101,Winbourne Elementary School                       ,14.5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017102,Woodlawn High School                              ,26.05%,<5%,<5%,<5%
017,East Baton Rouge Parish,017114,Staring Education Center                          ,58.43%,6.18%,<5%,<5%
017,East Baton Rouge Parish,017120,White Hills Elementary School                     ,5.57%,<5%,<5%,<5%
017,East Baton Rouge Parish,017124,Scotlandville Elementary School                   ,6.59%,<5%,<5%,<5%
017,East Baton Rouge Parish,017125,Woodlawn Middle School                            ,31.09%,<5%,<5%,<5%
017,East Baton Rouge Parish,017128,Capitol Elementary School                         ,9.76%,<5%,<5%,<5%
017,East Baton Rouge Parish,017130,Scotlandville Middle Pre-Engineering Academy      ,18.01%,<5%,<5%,<5%
017,East Baton Rouge Parish,017131,Woodlawn Elementary                               ,<5%,<5%,<5%,<5%
017,East Baton Rouge Parish,017132,Mayfair Middle School                             ,37.08%,<5%,<5%,<5%
017,East Baton Rouge Parish,017133,Mentorship Academy of Digital Arts                ,<5%,<5%,24.32%,<5%
017,East Baton Rouge Parish,017134,Mentorship Academy of Science & Technology        ,<5%,<5%,25.76%,<5%
017,East Baton Rouge Parish,017135,Inspire Charter Academy (Natl. Heritage Acad.)    ,<5%,<5%,11.66%,<5%
017,East Baton Rouge Parish,017138,Robert E. Lee High School                         ,28.71%,<5%,<5%,<5%
018,East Carroll Parish,018001,Griffin Middle School Academy                     ,26.25%,<5%,32.82%,<5%
018,East Carroll Parish,018002,Lake Providence Senior High School                ,9.43%,<5%,16.98%,<5%
018,East Carroll Parish,018005,Southside Elementary School                       ,<5%,<5%,<5%,<5%
019,East Feliciana Parish,019002,East Feliciana Middle School                      ,22.12%,<5%,<5%,<5%
019,East Feliciana Parish,019003,Clinton Elementary School                         ,<5%,<5%,<5%,<5%
019,East Feliciana Parish,019007,Jackson Elementary School                         ,5%,<5%,<5%,<5%
019,East Feliciana Parish,019009,Slaughter Elementary School                       ,<5%,<5%,<5%,<5%
019,East Feliciana Parish,019013,East Feliciana Parish Enrichment Academy          ,<5%,<5%,5.26%,<5%
019,East Feliciana Parish,019014,East Feliciana High School                        ,6.85%,<5%,9.54%,<5%
019,East Feliciana Parish,019015,Slaughter Community Charter School                ,<5%,<5%,21.47%,<5%
020,Evangeline Parish,020001,Basile High School                                ,<5%,<5%,23.49%,<5%
020,Evangeline Parish,020002,Bayou Chicot Elementary School                    ,<5%,<5%,21.86%,<5%
020,Evangeline Parish,020004,Chataignier Elementary School                     ,<5%,<5%,17.44%,<5%
020,Evangeline Parish,020007,Mamou Elementary School                           ,<5%,<5%,7.16%,<5%
020,Evangeline Parish,020008,Mamou High School                                 ,<5%,<5%,23.42%,<5%
020,Evangeline Parish,020010,Pine Prairie High School                          ,<5%,<5%,14.19%,<5%
020,Evangeline Parish,020012,W. W. Stewart Elementary School                   ,<5%,<5%,6.19%,<5%
020,Evangeline Parish,020013,Vidrine Elementary School                         ,<5%,<5%,15.64%,<5%
020,Evangeline Parish,020014,Ville Platte High School                          ,<5%,<5%,38.28%,<5%
020,Evangeline Parish,020015,Ville Platte Elementary School                    ,<5%,<5%,<5%,<5%
020,Evangeline Parish,020018,Evangeline Central School                         ,<5%,6.94%,59.54%,<5%
020,Evangeline Parish,020019,James Stephens Montessori School                  ,<5%,<5%,<5%,<5%
021,Franklin Parish,021001,Baskin School                                     ,23.09%,<5%,<5%,<5%
021,Franklin Parish,021003,Fort Necessity School                             ,8.88%,<5%,<5%,<5%
021,Franklin Parish,021004,Gilbert School                                    ,<5%,<5%,<5%,<5%
021,Franklin Parish,021006,Crowville School                                  ,11.67%,<5%,<5%,<5%
021,Franklin Parish,021007,Franklin Parish High School                       ,18.51%,<5%,<5%,<5%
021,Franklin Parish,021010,Winnsboro Elementary School                       ,10.84%,<5%,8.26%,<5%
022,Grant Parish,022001,Colfax Elementary School                          ,<5%,<5%,12.75%,<5%
022,Grant Parish,022002,Grant Junior High School                          ,14.25%,<5%,12.15%,<5%
022,Grant Parish,022004,Georgetown High School                            ,<5%,<5%,9.45%,<5%
022,Grant Parish,022005,Grant High School                                 ,19.82%,<5%,<5%,<5%
022,Grant Parish,022006,Montgomery High School                            ,<5%,<5%,29.67%,<5%
022,Grant Parish,022007,Pollock Elementary School                         ,<5%,<5%,<5%,<5%
022,Grant Parish,022008,Verda Elementary School                           ,<5%,<5%,<5%,<5%
022,Grant Parish,022010,South Grant Elementary School                     ,<5%,<5%,<5%,<5%
022,Grant Parish,022011,Grant Academy                                     ,28.57%,<5%,6.12%,<5%
023,Iberia Parish,023001,Anderson Middle School                            ,18.1%,<5%,<5%,<5%
023,Iberia Parish,023005,Center Street Elementary School                   ,<5%,<5%,<5%,<5%
023,Iberia Parish,023006,Coteau Elementary School                          ,<5%,<5%,<5%,<5%
023,Iberia Parish,023007,Delcambre High School                             ,24.73%,<5%,<5%,<5%
023,Iberia Parish,023008,Dodson Street Elementary School                   ,<5%,<5%,<5%,<5%
023,Iberia Parish,023010,Johnston Hopkins Elementary School                ,5.63%,<5%,8.75%,<5%
023,Iberia Parish,023012,Jeanerette Elementary School                      ,7.89%,<5%,5.64%,<5%
023,Iberia Parish,023015,Jeanerette Senior High School                     ,28.73%,<5%,9.72%,<5%
023,Iberia Parish,023019,Loreauville Elementary School                     ,<5%,<5%,<5%,<5%
023,Iberia Parish,023020,Loreauville High School                           ,20.4%,<5%,<5%,<5%
023,Iberia Parish,023022,Westgate High School                              ,30.44%,<5%,<5%,<5%
023,Iberia Parish,023024,New Iberia Senior High School                     ,23.47%,<5%,<5%,<5%
023,Iberia Parish,023025,North Lewis Elementary School                     ,<5%,<5%,<5%,<5%
023,Iberia Parish,023026,North Street Elementary School                    ,<5%,<5%,7.2%,<5%
023,Iberia Parish,023027,Park Elementary School                            ,<5%,<5%,6.56%,<5%
023,Iberia Parish,023029,Pesson Addition Elementary School                 ,7.11%,<5%,8.02%,<5%
023,Iberia Parish,023030,Delcambre Elementary School                       ,<5%,<5%,<5%,<5%
023,Iberia Parish,023033,St. Charles Street Elementary School              ,<5%,<5%,14.36%,<5%
023,Iberia Parish,023034,Daspit Road Elementary School                     ,5.65%,<5%,<5%,<5%
023,Iberia Parish,023035,Sugarland Elementary School                       ,<5%,<5%,<5%,<5%
023,Iberia Parish,023036,Belle Place Middle School                         ,14.79%,<5%,<5%,<5%
023,Iberia Parish,023038,Iberia Middle School                              ,26.8%,<5%,<5%,<5%
023,Iberia Parish,023070,Jefferson Island Road Elementary                  ,<5%,<5%,<5%,<5%
023,Iberia Parish,023071,Magnolia Elementary                               ,<5%,<5%,<5%,<5%
023,Iberia Parish,023072,Caneview Elementary School                        ,<5%,<5%,<5%,<5%
024,Iberville Parish,024003,Crescent Elementary/Junior High School            ,6.68%,<5%,11.47%,<5%
024,Iberville Parish,024010,Plaquemine Senior High School                     ,27.79%,<5%,26.57%,<5%
024,Iberville Parish,024017,White Castle High School                          ,40.36%,<5%,19.88%,<5%
024,Iberville Parish,024019,Dorseyville Elementary School                     ,14.05%,<5%,13.84%,<5%
024,Iberville Parish,024022,Iberville Elementary School                       ,22.02%,<5%,12.32%,<5%
024,Iberville Parish,024023,North Iberville Elementary                        ,<5%,<5%,5.88%,<5%
024,Iberville Parish,024025,East Iberville Elementary/High School             ,13.89%,<5%,21.83%,<5%
025,Jackson Parish,025005,Jonesboro-Hodge High School                       ,51.7%,<5%,<5%,<5%
025,Jackson Parish,025006,Jonesboro-Hodge Middle School                     ,40.38%,<5%,7.05%,<5%
025,Jackson Parish,025007,Quitman High School                               ,18.4%,<5%,<5%,<5%
